strain1,strain2,segments,gen,phys
JU1088,JU406,6,0.291708251,0.264298874
JU1172,JU406,6,0.283644878,0.295835602
JU1200,JU406,9,0.663180697,0.645540093
JU1246,JU406,10,0.299721829,0.393093673
JU1395,JU406,10,0.491653632,0.510873626
JU1400,JU406,5,0.154518161,0.186011426
JU1440,JU406,6,0.358229264,0.397612187
JU1530,JU406,8,0.238738773,0.292113184
JU1580,JU406,6,0.201972796,0.241263647
JU1586,JU406,8,0.664773092,0.648382492
JU1652,JU406,5,0.306687016,0.325843959
JU1896,JU406,5,0.363644155,0.407679926
JU393,JU406,10,0.457600024,0.504774394
CB4852,JU440,11,0.50242988,0.589941672
CX11292,JU440,8,0.402692846,0.445114056
CX11262,JU440,5,0.147787855,0.193212061
CX11315,JU440,7,0.276223876,0.33689121
CX11271,JU440,11,0.325983151,0.387963907
CX11276,JU440,7,0.299247253,0.342464132
CX11285,JU440,11,0.25477798,0.285188326
ED3005,JU440,7,0.267173311,0.330394628
ED3012,JU440,10,0.604464098,0.655692465
ED3017,JU440,12,0.425935335,0.462741202
ED3048,JU440,10,0.48955797,0.516984792
ED3052,JU440,7,0.319999799,0.29923349
ED3073,JU440,10,0.320788824,0.445368942
EG4347,JU440,11,0.534966174,0.610590288
EG4349,JU440,14,0.298648977,0.310981199
EG4946,JU440,11,0.466841174,0.521319082
JT11398,JU440,10,0.345090143,0.450024487
JU310,JU440,10,0.423359541,0.517222133
MY23,JU440,2,0.026117933,0.016325322
JU1212,JU440,8,0.478786107,0.45026724
JU1213,JU440,9,0.27216214,0.26982559
JU1242,JU440,9,0.329481356,0.40085531
JU1409,JU440,9,0.366700063,0.427707374
JU1491,JU440,6,0.25566831,0.289787469
JU1581,JU440,6,0.240923971,0.262320967
JU1568,JU440,12,0.622324449,0.650966538
JU311,JU440,8,0.4694029,0.462474472
JU323,JU440,8,0.357899077,0.40177129
JU346,JU440,10,0.23403972,0.284625277
JU360,JU440,12,0.284600322,0.384590784
JU367,JU440,15,0.608610349,0.63261934
JU363,JU440,14,0.317233853,0.404413755
JU394,JU440,7,0.539632337,0.542352974
JU792,JU440,6,0.270954837,0.314180673
JU397,JU440,8,0.335662909,0.315422101
JU561,JU440,14,0.463596271,0.44679107
JU775,JU440,7,0.101515751,0.117018689
JU830,JU440,7,0.241690558,0.340696752
JU847,JU440,13,0.468404463,0.463389583
LSJ1,JU440,9,0.639234521,0.680808895
MY10,JU440,8,0.243522393,0.274541271
MY18,JU440,7,0.24026811,0.314568025
PX174,JU440,7,0.300715079,0.348148649
PX179,JU440,12,0.54016565,0.61611307
QX1211,JU440,0,0,0
QX1233,JU440,6,0.235570758,0.308896071
JU258,JU440,6,0.090357031,0.109257851
AB1,JU440,13,0.477422739,0.575532853
AB4,JU440,9,0.341561288,0.396978955
CB4854,JU440,8,0.291896206,0.361361097
CB4856,JU440,0,0,0
CB4932,JU440,10,0.476289646,0.473515292
CX11264,JU440,5,0.179935519,0.20302737
CX11307,JU440,5,0.148233506,0.212961924
CX11314,JU440,7,0.25201835,0.271936473
DL200,JU440,9,0.272862546,0.381894523
DL226,JU440,5,0.222253142,0.315619058
DL238,JU440,0,0,0
ED3011,JU440,7,0.352300316,0.394837525
ED3040,JU440,9,0.243860307,0.339003291
ED3046,JU440,9,0.289352213,0.334261117
ED3049,JU440,9,0.289352213,0.334261117
ED3077,JU440,9,0.385706268,0.444733993
EG4724,JU440,10,0.280053014,0.325323001
EG4725,JU440,7,0.244084916,0.27361915
JU1088,JU440,9,0.458699699,0.490009968
JU1172,JU440,7,0.352069739,0.399061208
JU1200,JU440,9,0.66041808,0.696283197
JU1246,JU440,7,0.309925779,0.335047057
JU1395,JU440,12,0.537995171,0.602102928
JU1400,JU440,7,0.216820254,0.314912138
JU1440,JU440,10,0.383363646,0.422779477
JU1530,JU440,13,0.411114372,0.511896528
JU1580,JU440,6,0.166472993,0.124511589
JU1586,JU440,11,0.681727911,0.696181768
JU1652,JU440,8,0.295016304,0.284023172
JU1896,JU440,8,0.43195095,0.47055271
JU393,JU440,11,0.328527413,0.339318893
JU406,JU440,9,0.527780713,0.520093361
CB4852,JU642,10,0.318435754,0.403038552
CX11292,JU642,12,0.429828288,0.505245391
CX11262,JU642,6,0.191113005,0.248464532
CX11315,JU642,8,0.231436048,0.334496161
CX11271,JU642,16,0.424654584,0.517255087
CX11276,JU642,11,0.337848824,0.396688248
CX11285,JU642,11,0.199504816,0.262332371
ED3005,JU642,7,0.289209839,0.379917205
ED3012,JU642,11,0.306269837,0.378527392
ED3017,JU642,10,0.30461937,0.369161081
ED3048,JU642,13,0.420324888,0.497395077
ED3052,JU642,6,0.298876189,0.324526955
ED3073,JU642,9,0.45290016,0.471476409
EG4347,JU642,12,0.36699574,0.432930561
EG4349,JU642,12,0.309103268,0.332655373
EG4946,JU642,12,0.426209982,0.492667753
JT11398,JU642,7,0.26808282,0.37001268
JU310,JU642,12,0.475170969,0.515453046
MY23,JU642,2,0.018203413,0.013588087
JU1212,JU642,8,0.195301229,0.210459274
JU1213,JU642,11,0.273553983,0.277030239
JU1242,JU642,14,0.294839507,0.393583803
JU1409,JU642,9,0.36559885,0.427651012
JU1491,JU642,11,0.2886209,0.353597033
JU1581,JU642,4,0.196671254,0.240526929
JU1568,JU642,7,0.251650117,0.343184902
JU311,JU642,7,0.249489482,0.259225869
JU323,JU642,6,0.238401535,0.2816596
JU346,JU642,11,0.391411754,0.4220422
JU360,JU642,11,0.413487077,0.440155961
JU367,JU642,8,0.267544508,0.356897726
JU363,JU642,12,0.401611825,0.445822474
JU394,JU642,6,0.214065804,0.246118894
JU792,JU642,10,0.295560684,0.320022771
JU397,JU642,9,0.264831034,0.300290205
JU561,JU642,7,0.254772554,0.299592662
JU775,JU642,8,0.175315287,0.174288762
JU830,JU642,9,0.334883719,0.409824622
JU847,JU642,8,0.186259258,0.196965985
LSJ1,JU642,9,0.305491061,0.391737743
MY10,JU642,9,0.229300594,0.252300003
MY18,JU642,5,0.293039541,0.359200683
PX174,JU642,9,0.309890905,0.394975404
PX179,JU642,9,0.367472746,0.423566496
QX1211,JU642,0,0,0
QX1233,JU642,8,0.257887043,0.33918429
JU258,JU642,7,0.248278245,0.184416328
AB1,JU642,8,0.299535626,0.370129058
AB4,JU642,10,0.338561788,0.436359336
CB4854,JU642,8,0.248362945,0.351908405
CB4856,JU642,0,0,0
CB4932,JU642,5,0.246046604,0.280161168
CX11264,JU642,6,0.145083283,0.189531355
CX11307,JU642,8,0.210769385,0.260509199
CX11314,JU642,10,0.285134336,0.324385132
DL200,JU642,10,0.352517609,0.351670126
DL226,JU642,4,0.235149967,0.333401838
DL238,JU642,0,0,0
ED3011,JU642,9,0.376848424,0.458405944
ED3040,JU642,13,0.426682736,0.506249479
ED3046,JU642,9,0.406716872,0.439914596
ED3049,JU642,10,0.401643896,0.438069974
ED3077,JU642,10,0.31342835,0.36708462
EG4724,JU642,11,0.278529407,0.316382649
EG4725,JU642,7,0.204706701,0.284249379
JU1088,JU642,10,0.34756077,0.448826538
JU1172,JU642,10,0.35412724,0.425927372
JU1200,JU642,12,0.352490414,0.440488071
JU1246,JU642,8,0.253071259,0.275647217
JU1395,JU642,9,0.303447042,0.395802087
JU1400,JU642,12,0.355213564,0.405953091
JU1440,JU642,10,0.371990007,0.449090941
JU1530,JU642,13,0.490495293,0.516212373
JU1580,JU642,6,0.118839629,0.114359507
JU1586,JU642,8,0.2874211,0.377344892
JU1652,JU642,7,0.253667033,0.286755563
JU1896,JU642,3,0.20751249,0.27056877
JU393,JU642,8,0.328572484,0.316330651
JU406,JU642,6,0.244100764,0.262161548
JU440,JU642,11,0.346957711,0.439802212
CB4852,JU751,10,0.310877278,0.342581838
CX11292,JU751,11,0.3525401,0.410292194
CX11262,JU751,8,0.163739532,0.231049611
CX11315,JU751,5,0.200182867,0.290460645
CX11271,JU751,14,0.370887636,0.439135926
CX11276,JU751,9,0.305968348,0.368132647
CX11285,JU751,12,0.202494606,0.290114286
ED3005,JU751,14,0.352234862,0.415216275
ED3012,JU751,8,0.24985624,0.324267126
ED3017,JU751,13,0.239324409,0.329819766
ED3048,JU751,10,0.29261998,0.383694567
ED3052,JU751,9,0.280338203,0.313354578
ED3073,JU751,11,0.370395751,0.439238603
EG4347,JU751,10,0.282951596,0.362926586
EG4349,JU751,15,0.419017833,0.487601748
EG4946,JU751,11,0.305170789,0.391609162
JT11398,JU751,10,0.227712584,0.367707536
JU310,JU751,13,0.418496621,0.460581517
MY23,JU751,5,0.076436261,0.064989039
JU1212,JU751,5,0.145806987,0.146676632
JU1213,JU751,9,0.241884643,0.23682688
JU1242,JU751,8,0.232007386,0.305151304
JU1409,JU751,13,0.315115102,0.389408473
JU1491,JU751,8,0.224529579,0.279490867
JU1581,JU751,6,0.171685162,0.217796919
JU1568,JU751,8,0.276617215,0.337086758
JU311,JU751,6,0.184717549,0.200435674
JU323,JU751,10,0.265968205,0.270047393
JU346,JU751,9,0.299923747,0.307160497
JU360,JU751,9,0.472567755,0.549628055
JU367,JU751,8,0.231730634,0.284747118
JU363,JU751,9,0.46177628,0.547195628
JU394,JU751,5,0.200332498,0.226906916
JU792,JU751,9,0.189925937,0.243817456
JU397,JU751,6,0.174490287,0.205322218
JU561,JU751,10,0.216539499,0.296017689
JU775,JU751,4,0.08445428,0.126238324
JU830,JU751,15,0.416300216,0.531096164
JU847,JU751,9,0.221551709,0.222676552
LSJ1,JU751,6,0.235938085,0.314005236
MY10,JU751,8,0.235059652,0.24522767
MY18,JU751,10,0.349776123,0.35940444
PX174,JU751,7,0.268245839,0.383824696
PX179,JU751,11,0.296900806,0.399280494
QX1211,JU751,0,0,0
QX1233,JU751,9,0.229780111,0.286432601
JU258,JU751,6,0.139917815,0.143892703
AB1,JU751,9,0.235838535,0.310287242
AB4,JU751,10,0.282588501,0.359631056
CB4854,JU751,8,0.205809107,0.336093845
CB4856,JU751,0,0,0
CB4932,JU751,7,0.240653595,0.295141774
CX11264,JU751,4,0.117835024,0.16910518
CX11307,JU751,9,0.229583951,0.308747846
CX11314,JU751,11,0.243924457,0.289571858
DL200,JU751,9,0.240952621,0.328938578
DL226,JU751,8,0.215308257,0.352935071
DL238,JU751,0,0,0
ED3011,JU751,11,0.358784374,0.419180778
ED3040,JU751,8,0.248187287,0.343298684
ED3046,JU751,14,0.332827295,0.390924022
ED3049,JU751,14,0.332827295,0.390924022
ED3077,JU751,10,0.251647982,0.332328257
EG4724,JU751,11,0.185692406,0.290692733
EG4725,JU751,11,0.221765414,0.290115853
JU1088,JU751,7,0.279455272,0.361147194
JU1172,JU751,11,0.279121576,0.34933777
JU1200,JU751,8,0.267188649,0.369510506
JU1246,JU751,6,0.17120832,0.218782143
JU1395,JU751,12,0.326051431,0.38644679
JU1400,JU751,12,0.248595112,0.328786369
JU1440,JU751,11,0.292808472,0.37123096
JU1530,JU751,13,0.360202942,0.396404841
JU1580,JU751,5,0.121124548,0.1339285
JU1586,JU751,9,0.275806751,0.354885067
JU1652,JU751,9,0.251635139,0.317943804
JU1896,JU751,7,0.196569483,0.250457258
JU393,JU751,9,0.274623998,0.319459233
JU406,JU751,5,0.210319997,0.236104801
JU440,JU751,10,0.289200754,0.356281121
JU642,JU751,9,0.325095434,0.392409622
CB4852,JU774,11,0.433543553,0.470472801
CX11292,JU774,12,0.474251452,0.486217178
CX11262,JU774,8,0.225880784,0.22756038
CX11315,JU774,13,0.323838173,0.36994023
CX11271,JU774,14,0.513295559,0.552156489
CX11276,JU774,9,0.417609522,0.461466859
CX11285,JU774,14,0.352208984,0.441318639
ED3005,JU774,11,0.394361308,0.43437348
ED3012,JU774,13,0.452109848,0.462049641
ED3017,JU774,11,0.391843457,0.463376262
ED3048,JU774,11,0.468402628,0.490495066
ED3052,JU774,10,0.431410169,0.413340267
ED3073,JU774,12,0.374281516,0.444052568
EG4347,JU774,15,0.412658088,0.455412505
EG4349,JU774,10,0.265465217,0.323030271
EG4946,JU774,15,0.517053694,0.514230681
JT11398,JU774,9,0.33203634,0.461600814
JU310,JU774,12,0.364072378,0.431158938
MY23,JU774,2,0.015454519,0.012314314
JU1212,JU774,6,0.162497213,0.153100983
JU1213,JU774,9,0.266993491,0.263989044
JU1242,JU774,11,0.340229305,0.423549959
JU1409,JU774,12,0.443577819,0.466786193
JU1491,JU774,9,0.453765732,0.502930072
JU1581,JU774,6,0.173724203,0.219528597
JU1568,JU774,10,0.364668533,0.379507004
JU311,JU774,8,0.271695519,0.255391546
JU323,JU774,10,0.383177435,0.397352887
JU346,JU774,9,0.218359712,0.248809533
JU360,JU774,11,0.328449838,0.398084103
JU367,JU774,11,0.418529879,0.399287913
JU363,JU774,12,0.327630894,0.399314986
JU394,JU774,8,0.313614318,0.299122494
JU792,JU774,9,0.281887606,0.35199835
JU397,JU774,9,0.290691602,0.359579008
JU561,JU774,13,0.438158245,0.439400659
JU775,JU774,10,0.26672307,0.28105347
JU830,JU774,11,0.322372039,0.42816481
JU847,JU774,9,0.337177726,0.299630739
LSJ1,JU774,10,0.446529187,0.437855272
MY10,JU774,11,0.361063114,0.411627362
MY18,JU774,9,0.273642594,0.324492134
PX174,JU774,9,0.426326007,0.437444961
PX179,JU774,12,0.348310522,0.435951602
QX1211,JU774,0,0,0
QX1233,JU774,12,0.33093942,0.405248148
JU258,JU774,8,0.171075181,0.145536623
AB1,JU774,11,0.40476702,0.479643643
AB4,JU774,14,0.419064543,0.446015606
CB4854,JU774,11,0.410789652,0.465517932
CB4856,JU774,0,0,0
CB4932,JU774,11,0.328820639,0.347214374
CX11264,JU774,8,0.239492011,0.248829346
CX11307,JU774,9,0.265625634,0.313676182
CX11314,JU774,12,0.440688079,0.400434224
DL200,JU774,10,0.278069761,0.386415684
DL226,JU774,12,0.339541192,0.438574484
DL238,JU774,0,0,0
ED3011,JU774,11,0.436050218,0.481107723
ED3040,JU774,11,0.419915735,0.464212382
ED3046,JU774,16,0.398333095,0.456003166
ED3049,JU774,16,0.398333095,0.456003166
ED3077,JU774,11,0.438321582,0.462152219
EG4724,JU774,16,0.364667652,0.377118326
EG4725,JU774,10,0.340436323,0.370054012
JU1088,JU774,11,0.411294975,0.421812688
JU1172,JU774,12,0.471387656,0.472870466
JU1200,JU774,14,0.461242598,0.477691271
JU1246,JU774,7,0.088255886,0.12154669
JU1395,JU774,11,0.424384688,0.472505562
JU1400,JU774,11,0.31037515,0.389172091
JU1440,JU774,11,0.513117812,0.553644056
JU1530,JU774,14,0.36705235,0.444650239
JU1580,JU774,3,0.163864501,0.157876891
JU1586,JU774,13,0.391903151,0.42753707
JU1652,JU774,5,0.268801704,0.295058529
JU1896,JU774,5,0.194870972,0.231509713
JU393,JU774,10,0.387956662,0.393217222
JU406,JU774,10,0.378972391,0.363034956
JU440,JU774,10,0.320585364,0.346044786
JU642,JU774,13,0.322757848,0.384868279
JU751,JU774,11,0.285795582,0.369682378
CB4852,JU778,3,0.282138683,0.335576603
CX11292,JU778,7,0.323651131,0.381880213
CX11262,JU778,7,0.184193581,0.182862273
CX11315,JU778,11,0.25142816,0.295762064
CX11271,JU778,13,0.419666678,0.500521422
CX11276,JU778,10,0.368348174,0.447469839
CX11285,JU778,12,0.297769958,0.345032061
ED3005,JU778,7,0.288593617,0.329162307
ED3012,JU778,7,0.347185097,0.373089992
ED3017,JU778,7,0.314954135,0.382867474
ED3048,JU778,10,0.403060534,0.431088485
ED3052,JU778,10,0.469178574,0.493007921
ED3073,JU778,6,0.28882102,0.330457641
EG4347,JU778,6,0.314957051,0.35178247
EG4349,JU778,7,0.206825635,0.264555149
EG4946,JU778,8,0.335555857,0.38027417
JT11398,JU778,6,0.312484283,0.402528869
JU310,JU778,7,0.303669831,0.38654064
MY23,JU778,4,0.069690503,0.086323394
JU1212,JU778,6,0.18272645,0.208094393
JU1213,JU778,9,0.347501767,0.367790981
JU1242,JU778,10,0.373339765,0.45747844
JU1409,JU778,8,0.385834044,0.398135891
JU1491,JU778,14,0.656478219,0.70246098
JU1581,JU778,6,0.285904134,0.312215038
JU1568,JU778,6,0.334229732,0.351354174
JU311,JU778,7,0.319386029,0.347175988
JU323,JU778,7,0.290941889,0.316300143
JU346,JU778,5,0.196777644,0.237315662
JU360,JU778,9,0.214106361,0.287741935
JU367,JU778,6,0.301536735,0.331291635
JU363,JU778,9,0.214106361,0.287741935
JU394,JU778,6,0.323813754,0.346430152
JU792,JU778,10,0.368152691,0.44945924
JU397,JU778,9,0.361547105,0.4414044
JU561,JU778,6,0.297486379,0.355022107
JU775,JU778,13,0.373570408,0.376858946
JU830,JU778,8,0.195650436,0.276768023
JU847,JU778,5,0.233823479,0.275040898
LSJ1,JU778,5,0.342429604,0.369352955
MY10,JU778,6,0.261815323,0.358480531
MY18,JU778,6,0.192546588,0.221826631
PX174,JU778,8,0.337967038,0.323787501
PX179,JU778,7,0.343823314,0.368406597
QX1211,JU778,0,0,0
QX1233,JU778,6,0.245409305,0.310731096
JU258,JU778,6,0.147737148,0.128861716
AB1,JU778,6,0.349776118,0.38611558
AB4,JU778,5,0.298408598,0.348396835
CB4854,JU778,7,0.316400579,0.390603856
CB4856,JU778,0,0,0
CB4932,JU778,8,0.401742698,0.436716002
CX11264,JU778,6,0.147186668,0.145579813
CX11307,JU778,9,0.230995648,0.265193623
CX11314,JU778,7,0.251335559,0.244998818
DL200,JU778,12,0.36025661,0.417306307
DL226,JU778,4,0.269817421,0.347789367
DL238,JU778,0,0,0
ED3011,JU778,8,0.333982685,0.379952147
ED3040,JU778,13,0.412611065,0.423293994
ED3046,JU778,11,0.330924288,0.37869462
ED3049,JU778,11,0.328181796,0.375574237
ED3077,JU778,7,0.323673402,0.347723289
EG4724,JU778,9,0.291965765,0.277738627
EG4725,JU778,8,0.294888292,0.332595307
JU1088,JU778,10,0.310274676,0.347239909
JU1172,JU778,7,0.318406353,0.360191928
JU1200,JU778,7,0.34445807,0.376840452
JU1246,JU778,7,0.238271375,0.272477503
JU1395,JU778,3,0.282138683,0.335576603
JU1400,JU778,9,0.251733311,0.342902504
JU1440,JU778,6,0.386560083,0.449889634
JU1530,JU778,9,0.291787453,0.36770469
JU1580,JU778,5,0.233709585,0.222636648
JU1586,JU778,6,0.320193497,0.344912956
JU1652,JU778,8,0.377489358,0.380047684
JU1896,JU778,3,0.22222051,0.259977537
JU393,JU778,8,0.418276676,0.445110121
JU406,JU778,7,0.388899586,0.408846159
JU440,JU778,5,0.232718151,0.280008909
JU642,JU778,10,0.349130575,0.376330519
JU751,JU778,7,0.212713441,0.304819384
JU774,JU778,11,0.493692046,0.514319788
CB4852,JU782,5,0.199987419,0.253565588
CX11292,JU782,7,0.250019273,0.281018609
CX11262,JU782,7,0.154731528,0.141122564
CX11315,JU782,9,0.168459349,0.207212057
CX11271,JU782,10,0.252339299,0.306086407
CX11276,JU782,9,0.208041399,0.292377947
CX11285,JU782,7,0.178534098,0.213472366
ED3005,JU782,7,0.214086248,0.241540483
ED3012,JU782,6,0.219383208,0.245229338
ED3017,JU782,8,0.26755163,0.389972571
ED3048,JU782,9,0.355523924,0.352628387
ED3052,JU782,11,0.467999812,0.494339494
ED3073,JU782,6,0.175617845,0.239012819
EG4347,JU782,5,0.164573007,0.220065143
EG4349,JU782,10,0.179112081,0.249023626
EG4946,JU782,6,0.226815762,0.268949665
JT11398,JU782,4,0.18253085,0.274923441
JU310,JU782,6,0.199096507,0.311259443
MY23,JU782,1,0.02917491,0.050679213
JU1212,JU782,6,0.094876312,0.157036336
JU1213,JU782,12,0.258706937,0.342412333
JU1242,JU782,5,0.230089136,0.279949481
JU1409,JU782,8,0.2446286,0.243562499
JU1491,JU782,11,0.432075244,0.481162118
JU1581,JU782,6,0.246292372,0.314364697
JU1568,JU782,5,0.214093198,0.238325402
JU311,JU782,5,0.202146441,0.228026204
JU323,JU782,9,0.347424806,0.407539391
JU346,JU782,5,0.128899675,0.201301523
JU360,JU782,6,0.141682455,0.228026364
JU367,JU782,6,0.212217425,0.232534772
JU363,JU782,6,0.141682455,0.228026364
JU394,JU782,6,0.214067156,0.235955219
JU792,JU782,6,0.270202482,0.33883808
JU397,JU782,6,0.250860433,0.31871867
JU561,JU782,9,0.310169882,0.39736512
JU775,JU782,17,0.410388164,0.393373225
JU830,JU782,3,0.103463255,0.139001266
JU847,JU782,7,0.205736701,0.298566635
LSJ1,JU782,5,0.213561259,0.236948851
MY10,JU782,10,0.205912638,0.294320962
MY18,JU782,4,0.101962712,0.133885669
PX174,JU782,5,0.179706678,0.18739321
PX179,JU782,6,0.189947184,0.22919689
QX1211,JU782,0,0,0
QX1233,JU782,6,0.140724709,0.191396928
JU258,JU782,10,0.198026016,0.24336714
AB1,JU782,8,0.266025587,0.278902443
AB4,JU782,6,0.201164176,0.248716103
CB4854,JU782,7,0.243340486,0.30067581
CB4856,JU782,0,0,0
CB4932,JU782,8,0.278067768,0.340018942
CX11264,JU782,4,0.095511846,0.101704625
CX11307,JU782,6,0.116617742,0.153757703
CX11314,JU782,7,0.170245403,0.170539901
DL200,JU782,6,0.212078277,0.282037845
DL226,JU782,7,0.201861308,0.26813837
DL238,JU782,0,0,0
ED3011,JU782,9,0.244446282,0.266353585
ED3040,JU782,12,0.3337783,0.3198358
ED3046,JU782,11,0.225121022,0.277543887
ED3049,JU782,11,0.222378531,0.274423504
ED3077,JU782,9,0.307757088,0.343780266
EG4724,JU782,7,0.212162107,0.224222758
EG4725,JU782,10,0.310035798,0.341474005
JU1088,JU782,6,0.228334307,0.244006384
JU1172,JU782,9,0.270216117,0.290436219
JU1200,JU782,6,0.215409142,0.24318701
JU1246,JU782,7,0.183957097,0.236006797
JU1395,JU782,5,0.208291375,0.263699505
JU1400,JU782,8,0.144583775,0.193189752
JU1440,JU782,8,0.26001833,0.352176573
JU1530,JU782,8,0.194187062,0.299827436
JU1580,JU782,6,0.224495438,0.249942063
JU1586,JU782,6,0.201349053,0.222239618
JU1652,JU782,10,0.32031594,0.359657839
JU1896,JU782,4,0.136492002,0.159754617
JU393,JU782,11,0.3604007,0.433750793
JU406,JU782,6,0.264398419,0.317610047
JU440,JU782,5,0.149326227,0.164394283
JU642,JU782,7,0.202654387,0.224979898
JU751,JU782,5,0.113810097,0.155212445
JU774,JU782,11,0.350691878,0.327467378
JU778,JU782,13,0.563488593,0.552363901
CB4852,KR314,7,0.411892678,0.52763042
CX11292,KR314,12,0.46641143,0.565917037
CX11262,KR314,9,0.243797495,0.33927079
CX11315,KR314,11,0.29042098,0.427845522
CX11271,KR314,15,0.393876148,0.501650946
CX11276,KR314,11,0.350866748,0.446973008
CX11285,KR314,14,0.332362515,0.431565763
ED3005,KR314,11,0.352246361,0.481704076
ED3012,KR314,10,0.391815586,0.502176147
ED3017,KR314,6,0.315031919,0.409014805
ED3048,KR314,13,0.517796735,0.584449957
ED3052,KR314,10,0.339847895,0.38114701
ED3073,KR314,11,0.413389665,0.518483693
EG4347,KR314,10,0.432799476,0.521539736
EG4349,KR314,10,0.236588223,0.281175841
EG4946,KR314,10,0.434253459,0.550125206
JT11398,KR314,7,0.274156233,0.429882298
JU310,KR314,8,0.360325589,0.444807261
MY23,KR314,5,0.070834464,0.099694902
JU1212,KR314,5,0.157858661,0.180332651
JU1213,KR314,5,0.161357509,0.213286424
JU1242,KR314,10,0.297095189,0.379727029
JU1409,KR314,9,0.313320029,0.417761296
JU1491,KR314,9,0.264641757,0.347026275
JU1581,KR314,4,0.157262216,0.20134016
JU1568,KR314,8,0.292579358,0.40312717
JU311,KR314,8,0.24988565,0.321352357
JU323,KR314,9,0.302303277,0.372315656
JU346,KR314,9,0.175299454,0.212998842
JU360,KR314,11,0.297270272,0.411134256
JU367,KR314,9,0.350818728,0.440466551
JU363,KR314,11,0.282644946,0.40687663
JU394,KR314,6,0.222321173,0.281124602
JU792,KR314,6,0.227250144,0.274507298
JU397,KR314,7,0.217622617,0.270768123
JU561,KR314,6,0.349568098,0.428364902
JU775,KR314,4,0.106877492,0.137982398
JU830,KR314,11,0.297632451,0.399706553
JU847,KR314,9,0.238870974,0.290437368
LSJ1,KR314,8,0.37437968,0.465344013
MY10,KR314,9,0.230214633,0.30950266
MY18,KR314,8,0.267184737,0.363453475
PX174,KR314,9,0.414731181,0.537701464
PX179,KR314,9,0.398580472,0.502507518
QX1211,KR314,0,0,0
QX1233,KR314,9,0.344889938,0.492170962
JU258,KR314,6,0.096283644,0.112001736
AB1,KR314,6,0.372114588,0.477770551
AB4,KR314,12,0.353463396,0.48258847
CB4854,KR314,12,0.396686701,0.512404763
CB4856,KR314,0,0,0
CB4932,KR314,7,0.23409552,0.291181975
CX11264,KR314,6,0.178029968,0.251315858
CX11307,KR314,6,0.214827715,0.276850878
CX11314,KR314,10,0.336418967,0.410503181
DL200,KR314,7,0.226818204,0.323182729
DL226,KR314,8,0.333217297,0.47275238
DL238,KR314,0,0,0
ED3011,KR314,11,0.448687687,0.545652768
ED3040,KR314,10,0.291424678,0.391959146
ED3046,KR314,12,0.361874606,0.45494029
ED3049,KR314,12,0.361874606,0.45494029
ED3077,KR314,8,0.3865928,0.48216246
EG4724,KR314,11,0.262101196,0.351679922
EG4725,KR314,8,0.207504585,0.326056834
JU1088,KR314,9,0.4634789,0.519417389
JU1172,KR314,11,0.406240697,0.506243757
JU1200,KR314,10,0.445377201,0.546053642
JU1246,KR314,7,0.167216036,0.233335262
JU1395,KR314,8,0.379320083,0.508065291
JU1400,KR314,6,0.238118982,0.322031935
JU1440,KR314,7,0.330394567,0.444680427
JU1530,KR314,8,0.346134077,0.437492695
JU1580,KR314,5,0.075363216,0.096545429
JU1586,KR314,8,0.341555803,0.446119252
JU1652,KR314,7,0.284126439,0.365365903
JU1896,KR314,3,0.249772243,0.316945489
JU393,KR314,8,0.26701302,0.314807034
JU406,KR314,9,0.278479233,0.322333836
JU440,KR314,8,0.358564536,0.415249559
JU642,KR314,14,0.396636501,0.475501348
JU751,KR314,12,0.266751798,0.403664165
JU774,KR314,12,0.342162355,0.454338344
JU778,KR314,9,0.29925722,0.376157818
JU782,KR314,8,0.221895685,0.274480285
CB4852,LKC34,9,0.375411337,0.392825415
CX11292,LKC34,14,0.443126776,0.440797562
CX11262,LKC34,8,0.185883354,0.168970856
CX11315,LKC34,12,0.288077968,0.293793214
CX11271,LKC34,14,0.384083679,0.422284504
CX11276,LKC34,10,0.324997618,0.348344417
CX11285,LKC34,13,0.317104413,0.36298154
ED3005,LKC34,10,0.362089745,0.352126353
ED3012,LKC34,7,0.336963317,0.335762595
ED3017,LKC34,12,0.361263371,0.393666808
ED3048,LKC34,13,0.465855848,0.457257387
ED3052,LKC34,13,0.572868137,0.606941538
ED3073,LKC34,11,0.285363597,0.371132107
EG4347,LKC34,9,0.339640223,0.377834413
EG4349,LKC34,11,0.242480777,0.270401801
EG4946,LKC34,11,0.412620298,0.410947106
JT11398,LKC34,8,0.262271938,0.332531755
JU310,LKC34,10,0.343807417,0.378807514
MY23,LKC34,4,0.069857829,0.08370893
JU1212,LKC34,7,0.227434192,0.289400615
JU1213,LKC34,10,0.298586784,0.346706109
JU1242,LKC34,8,0.310822116,0.36376032
JU1409,LKC34,11,0.385725302,0.412865725
JU1491,LKC34,10,0.478162421,0.604145625
JU1581,LKC34,4,0.176053525,0.274598841
JU1568,LKC34,8,0.355022505,0.360712456
JU311,LKC34,7,0.307925963,0.342377761
JU323,LKC34,10,0.394100607,0.448674748
JU346,LKC34,7,0.210132285,0.30529793
JU360,LKC34,10,0.219179026,0.259538575
JU367,LKC34,11,0.402431603,0.396131281
JU363,LKC34,10,0.219179026,0.259538575
JU394,LKC34,7,0.332165337,0.378157645
JU792,LKC34,7,0.31399578,0.429329425
JU397,LKC34,7,0.30711008,0.42851034
JU561,LKC34,12,0.381982379,0.449566791
